source_db_id;source_schema_name;source_table_name;target_db_id;target_schema_name;target_table_name;source_insert_id_colname;source_last_updated_on_colname;is_static_support_table;can_insert_rows;can_update_rows;can_delete_rows;mirror_algorithm_id;mirror_tables;compare_tables;mark_rows_for_deletion_algorithm_id;delete_marked_rows_algorithm_id;mark_rows_for_deletion;delete_marked_rows;row_can_be_deleted_from_seconds;can_delete_row_schema_name;can_delete_row_table_name;delete_marked_rows_table_order
2;public;mex_track_rseda_action_lists;10;obo;;mex_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;mex_track_rseda_passages;10;obo;;mex_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;obu_black_list;10;obo;;record_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;obu_manufacturers;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;obu_register;10;obo;;obu_register_id;last_seen_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;obu_register_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;passage_event_data_signatures;10;obo;;data_signature_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_event_derived_data;10;obo;;pedd_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;passage_event_derived_data_details;10;obo;;pedd_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;passage_event_dsrc_data;10;obo;;pe_dsrc_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_event_gps_data;10;obo;;gps_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_event_image_data;10;obo;;peid_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_event_rse_logic_data;10;obo;;perseld_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_event_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;passage_event_vehicle_data;10;obo;;pe_vehicle_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;passage_events;10;obo;;passage_event_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;pe_datalifecycle_control;10;obo;;pedlc_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;pe_datalifecycle_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;pedd_processing_queue;10;obo;;pedd_processing_queue_id;completed_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;pedd_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;priority_class;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;process_state;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;processing_queue_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;property_collection_data;10;obo;;property_collection_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;property_collection_links;10;obo;;property_collection_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;property_collections;10;obo;;property_collection_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;publishing_queue_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rate_component_fee_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rate_component_fee_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rate_modification_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rate_modification_reason;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;record_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;road_scheme_source;10;obo;;road_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;road_scheme_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;road_scheme_validity;10;obo;;road_scheme_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;road_scheme_work_buffer;10;obo;;rswb_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;road_sections;10;obo;;road_section_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;road_segments;10;obo;;road_segment_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roads;10;obo;;road_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roadside_received_data_tracking;10;obo;;rrdt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roi_producer;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;roi_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_alpr_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_axles_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_dsrc_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_lpn_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_non_compliance_reason;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_passage_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_compliance_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_compliance_sub_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_liability_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_tz;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_authentication_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_realms;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_roles;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;servicehost_restreq_errors;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;sid_register;10;obo;;sid;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;sid_roles;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_code_map_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_event_queue;10;obo;;status_list_event_queue_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;status_list_event_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_publish_status;10;obo;;;last_published_timestamp;N;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_reason_code;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_data;10;obo;;tariff_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_register;10;obo;;tser_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_source;10;obo;;tariff_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_validity;10;obo;;tariff_scheme_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_work_buffer;10;obo;;tswb_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;toll_declaration_publishing_queue;10;obo;;tdpq_id;completed_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
